Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,Score unique EF - Agriculture,Score unique EF - Transformation,Score unique EF - Emballage,Score unique EF - Transport,Score unique EF - Supermarché et distribution,Score unique EF - Consommation,Changement climatique - Agriculture,Changement climatique - Transformation,Changement climatique - Emballage,Changement climatique - Transport,Changement climatique - Supermarché et distribution,Changement climatique - Consommation,Appauvrissement de la couche d'ozone - Agriculture,Appauvrissement de la couche d'ozone - Transformation,Appauvrissement de la couche d'ozone - Emballage,Appauvrissement de la couche d'ozone - Transport,Appauvrissement de la couche d'ozone - Supermarché et distribution,Appauvrissement de la couche d'ozone - Consommation,Rayonnements ionisants - Agriculture,Rayonnements ionisants - Transformation,Rayonnements ionisants - Emballage,Rayonnements ionisants - Transport,Rayonnements ionisants - Supermarché et distribution,Rayonnements ionisants - Consommation,Formation photochimique d'ozone - Agriculture,Formation photochimique d'ozone - Transformation,Formation photochimique d'ozone - Emballage,Formation photochimique d'ozone - Transport,Formation photochimique d'ozone - Supermarché et distribution,Formation photochimique d'ozone - Consommation,Particules fines - Agriculture,Particules fines - Transformation,Particules fines - Emballage,Particules fines - Transport,Particules fines - Supermarché et distribution,Particules fines - Consommation,Effets toxicologiques sur la santé humaine : substances non-cancérogènes - Agriculture,Effets toxicologiques sur la santé humaine : substances non-cancérogènes - Transformation,Effets toxicologiques sur la santé humaine : substances non-cancérogènes - Emballage,Effets toxicologiques sur la santé humaine : substances non-cancérogènes - Transport,Effets toxicologiques sur la santé humaine : substances non-cancérogènes - Supermarché et distribution,Effets toxicologiques sur la santé humaine : substances non-cancérogènes - Consommation,Effets toxicologiques sur la santé humaine : substances cancérogènes - Agriculture,Effets toxicologiques sur la santé humaine : substances cancérogènes - Transformation,Effets toxicologiques sur la santé humaine : substances cancérogènes - Emballage,Effets toxicologiques sur la santé humaine : substances cancérogènes - Transport,Effets toxicologiques sur la santé humaine : substances cancérogènes - Supermarché et distribution,Effets toxicologiques sur la santé humaine : substances cancérogènes - Consommation,Acidification terrestre et eaux douces - Agriculture,Acidification terrestre et eaux douces - Transformation,Acidification terrestre et eaux douces - Emballage,Acidification terrestre et eaux douces - Transport,Acidification terrestre et eaux douces - Supermarché et distribution,Acidification terrestre et eaux douces - Consommation,Eutrophisation eaux douces - Agriculture,Eutrophisation eaux douces - Transformation,Eutrophisation eaux douces - Emballage,Eutrophisation eaux douces - Transport,Eutrophisation eaux douces - Supermarché et distribution,Eutrophisation eaux douces - Consommation,Eutrophisation marine  - Agriculture,Eutrophisation marine  - Transformation,Eutrophisation marine  - Emballage,Eutrophisation marine  - Transport,Eutrophisation marine  - Supermarché et distribution,Eutrophisation marine  - Consommation,Eutrophisation terrestre - Agriculture,Eutrophisation terrestre - Transformation,Eutrophisation terrestre - Emballage,Eutrophisation terrestre - Transport,Eutrophisation terrestre - Supermarché et distribution,Eutrophisation terrestre - Consommation,Écotoxicité pour écosystèmes aquatiques d'eau douce - Agriculture,Écotoxicité pour écosystèmes aquatiques d'eau douce - Transformation,Écotoxicité pour écosystèmes aquatiques d'eau douce - Emballage,Écotoxicité pour écosystèmes aquatiques d'eau douce - Transport,Écotoxicité pour écosystèmes aquatiques d'eau douce - Supermarché et distribution,Écotoxicité pour écosystèmes aquatiques d'eau douce - Consommation,Utilisation du sol - Agriculture,Utilisation du sol - Transformation,Utilisation du sol - Emballage,Utilisation du sol - Transport,Utilisation du sol - Supermarché et distribution,Utilisation du sol - Consommation,Épuisement des ressources eau - Agriculture,Épuisement des ressources eau - Transformation,Épuisement des ressources eau - Emballage,Épuisement des ressources eau - Transport,Épuisement des ressources eau - Supermarché et distribution,Épuisement des ressources eau - Consommation,Épuisement des ressources énergétiques - Agriculture,Épuisement des ressources énergétiques - Transformation,Épuisement des ressources énergétiques - Emballage,Épuisement des ressources énergétiques - Transport,Épuisement des ressources énergétiques - Supermarché et distribution,Épuisement des ressources énergétiques - Consommation,Épuisement des ressources minéraux - Agriculture,Épuisement des ressources minéraux - Transformation,Épuisement des ressources minéraux - Emballage,Épuisement des ressources minéraux - Transport,Épuisement des ressources minéraux - Supermarché et distribution,Épuisement des ressources minéraux - Consommation,DQR - Global,DQR - P,DQR - TiR,DQR - GR,DQR - TeR
11084,11084,aides culinaires et ingrédients divers,algues,"Agar (algue), cru","Seaweed, agar, raw",0.65481156,0.50098699,0.024443288,0.046249903,0.0049809591,0.00040673206999999997,4.5692586,1.4924151,0.29025198,0.38440419,0.020134715,0.0099427296,7.6757285e-7,1.5899032e-7,7.135718199999999e-9,8.1255763e-8,1.8989674e-9,7.1315485e-11,0.93885018,9.982356,0.030019486,0.02665928,0.07211511,0.000022187683,0.028507864,0.0039427958,0.0008125935,0.0055496209,0.000052372604,0.000010086317000000002,0.0006055453800000001,0.00008271613000000001,0.0000078561649,0.000020164485,9.3824449e-7,7.095565999999999e-8,0.000053928811,0.000016054781000000002,0.0000014851674,0.0000023225807,4.6429129e-7,1.018866e-7,0.00052613606,0.000091496413,0.000008224806999999999,0.00002025438,0.0000019176870999999997,2.3738806000000001e-7,0.083649207,0.0073452763,0.00093867601,0.0076967039,0.000097104685,0.0000063492452,0.0013955373,0.0003691687,0.000074506113,0.000020862678,0.0000061464551,0.0000017117434,0.0092187853,0.0019378546,0.00020147111,0.0018883077,0.000022134847,0.000011546026,0.0898215,0.014419345,0.0019207973,0.020949736,0.00021185403,0.000026659864,38.532593,3.5450328,0.57172884,1.6966218,0.16329093,0.045885459,15.520658,7.4742645,1.2359371,2.1477888,0.09144539,0.0060959541,2.674996,0.14638298,0.23810067,0.011758886,0.030901569,0.00034717621,84.630141,217.83092,5.5934674,5.3279753,1.6684715,0.0061879459,0.07015867,0.01499394,0.0010434052000000001,0.0008993117199999999,0.00046033748000000004,0.000002009424,2.99,3.51,1.32,4.33,2.79
11023,11023,aides culinaires et ingrédients divers,herbes,"Ail séché, poudre","Garlic, powder, dried",0.032661045,0,0.050708750999999996,0.015276922,0.0045028964,0,0.066043008,0,0.47839023,0.18926756,0.015708527,0,9.2470881e-9,0,6.7746599e-8,4.3997083999999994e-8,1.6488506999999998e-9,0,0.03350872,0,0.05328769,0.014892766,0.069636646,0,0.00035282088,0,0.0020115894,0.00052293596,0.000037902394,0,0.0000062983001,0,0.00006023094200000001,0.000015229688000000001,7.2358885e-7,0,0.0000036293365,0,0.0000059334812,0.0000018357286,3.2628781999999997e-7,0,0.000015384787,0,0.000022338868000000003,0.0000074112555000000005,0.0000014867162,0,0.0010093994,0,0.0045130621,0.00062484984,0.000074499442,0,0.000029615258,0,0.000077328017,0.000012704745,0.000004226922100000001,0,0.0015053276,0,0.00066558335,0.00013264355,0.00001624631,0,0.0035994347,0,0.0075128455,0.0014497724,0.00013264803,0,2.1708838,0,2.5875691,0.99960411,0.074062856,0,13.182698,0,4.9600183,2.0030602,0.077875714,0,2.3786534,0,0.1027791,0.0096339293,0.029461465,0,1.243266,0,6.9527313,2.87878,1.5906692,0,0.0020304167,0,0.0034641284000000005,0.00067056824,0.00043967784,0,4.11,4.27,4.39,2.79,5
11000,11000,aides culinaires et ingrédients divers,herbes,"Ail, cru","Garlic, fresh",0.040826307,0,0,0.014071064,0.0056286204,0.0032877508999999997,0.08255376,0,0,0.17356263,0.019635659,0.080370398,1.1558859999999998e-8,0,0,4.0282221e-8,2.0610634e-9,5.7646684e-10,0.0418859,0,0,0.013680167,0.087045808,0.00017935044,0.0004410261,0,0,0.00049727395,0.000047377993,0.000081531065,0.0000078728751,0,0,0.000013914512000000002,9.0448606e-7,5.735582500000001e-7,0.000004536670699999999,0,0,0.0000016776009999999999,4.0785978e-7,8.2358334e-7,0.000019230984,0,0,0.0000068393177,0.0000018583952,0.0000019188868,0.0012617493,0,0,0.00059864157,0.000093124302,0.000051323065,0.000037019073,0,0,0.000011730892,0.0000052836526,0.000013836593,0.0018816595,0,0,0.00012802069,0.000020307887,0.000093330378,0.0044992934,0,0,0.0014002739,0.00016581003,0.00021550056,2.7136047,0,0,0.91524126,0.09257857,0.37090746,16.478372,0,0,1.8296221,0.097344643,0.049275629,2.9733168,0,0,0.0088031481,0.036826831,0.002806341,1.5540825,0,0,2.637749,1.9883365,0.05001923,0.0025380209000000005,0,0,0.00061356241,0.00054959731,0.000016242844,3.54,2.74,4.28,2.8,4.34
11093,11093,aides culinaires et ingrédients divers,herbes,"Aneth, frais","Dill, fresh",0.082932651,0,0.027220866,0.013011423,0.0056286204,0.0032877508999999997,0.22251419,0,0.32945583,0.16296786,0.019635659,0.080370398,1.4258163e-8,0,7.875046799999998e-9,3.7904332e-8,2.0610634e-9,5.7646684e-10,0.0080995599,0,0.033092285,0.012924714,0.087045808,0.00017935044,0.0011247469,0,0.00089742471,0.00040742279,0.000047377993,0.000081531065,0.000045612873000000005,0,0.0000086671201,0.000013209387,9.0448606e-7,5.735582500000001e-7,0.000007549369800000001,0,0.0000016444331,0.0000015938481,4.0785978e-7,8.2358334e-7,0.000042664115000000005,0,0.000009087287700000001,0.0000063684729,0.0000018583952,0.0000019188868,0.006456659,0,0.0010359321,0.00047500056,0.000093124302,0.000051323065,0.00009101316,0,0.000082134133,0.000011165537,0.0000052836526,0.000013836593,0.0036141871,0,0.00022377080000000004,0.00009880368100000001,0.000020307887,0.000093330378,0.027599986,0,0.0021237392,0.0010764117,0.00016581003,0.00021550056,3.721855,0,0.63224937,0.86375189,0.09257857,0.37090746,33.11881,0,1.3631515,1.74514,0.097344643,0.049275629,4.9816296,0,0.26246869,0.0083897955,0.036826831,0.002806341,1.8648139,0,6.1663413,2.4835978,1.9883365,0.05001923,0.0024799896000000004,0,0.001150324,0.00058267086,0.00054959731,0.000016242844,3.75,2.74,3.62,4.33,4.33
20995,20995,aides culinaires et ingrédients divers,algues,"Ao-nori (Enteromorpha sp.), séchée ou déshydratée","Sea lettuce (Enteromorpha sp.), dried or dehydrated",0.65481156,0.50098699,0.024443288,0.046249903,0.0049809591,0.00040673206999999997,4.5692586,1.4924151,0.29025198,0.38440419,0.020134715,0.0099427296,7.6757285e-7,1.5899032e-7,7.135718199999999e-9,8.1255763e-8,1.8989674e-9,7.1315485e-11,0.93885018,9.982356,0.030019486,0.02665928,0.07211511,0.000022187683,0.028507864,0.0039427958,0.0008125935,0.0055496209,0.000052372604,0.000010086317000000002,0.0006055453800000001,0.00008271613000000001,0.0000078561649,0.000020164485,9.3824449e-7,7.095565999999999e-8,0.000053928811,0.000016054781000000002,0.0000014851674,0.0000023225807,4.6429129e-7,1.018866e-7,0.00052613606,0.000091496413,0.000008224806999999999,0.00002025438,0.0000019176870999999997,2.3738806000000001e-7,0.083649207,0.0073452763,0.00093867601,0.0076967039,0.000097104685,0.0000063492452,0.0013955373,0.0003691687,0.000074506113,0.000020862678,0.0000061464551,0.0000017117434,0.0092187853,0.0019378546,0.00020147111,0.0018883077,0.000022134847,0.000011546026,0.0898215,0.014419345,0.0019207973,0.020949736,0.00021185403,0.000026659864,38.532593,3.5450328,0.57172884,1.6966218,0.16329093,0.045885459,15.520658,7.4742645,1.2359371,2.1477888,0.09144539,0.0060959541,2.674996,0.14638298,0.23810067,0.011758886,0.030901569,0.00034717621,84.630141,217.83092,5.5934674,5.3279753,1.6684715,0.0061879459,0.07015867,0.01499394,0.0010434052000000001,0.0008993117199999999,0.00046033748000000004,0.000002009424,2.99,3.51,1.32,4.33,2.79
20998,20998,aides culinaires et ingrédients divers,algues,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté","North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated",0.65481156,0.50098699,0.024443288,0.019621411000000002,0.0049809591,0.00040673206999999997,4.5692586,1.4924151,0.29025198,0.19892614,0.020134715,0.0099427296,7.6757285e-7,1.5899032e-7,7.135718199999999e-9,4.4473303999999995e-8,1.8989674e-9,7.1315485e-11,0.93885018,9.982356,0.030019486,0.014627818,0.07211511,0.000022187683,0.028507864,0.0039427958,0.0008125935,0.0016048816000000003,0.000052372604,0.000010086317000000002,0.0006055453800000001,0.00008271613000000001,0.0000078561649,0.000013445777000000001,9.3824449e-7,7.095565999999999e-8,0.000053928811,0.000016054781000000002,0.0000014851674,0.0000015968007000000001,4.6429129e-7,1.018866e-7,0.00052613606,0.000091496413,0.000008224806999999999,0.00000892122,0.0000019176870999999997,2.3738806000000001e-7,0.083649207,0.0073452763,0.00093867601,0.0021748618,0.000097104685,0.0000063492452,0.0013955373,0.0003691687,0.000074506113,0.000011720032,0.0000061464551,0.0000017117434,0.0092187853,0.0019378546,0.00020147111,0.00051988516,0.000022134847,0.000011546026,0.0898215,0.014419345,0.0019207973,0.0057569673,0.00021185403,0.000026659864,38.532593,3.5450328,0.57172884,0.97186334,0.16329093,0.045885459,15.520658,7.4742645,1.2359371,1.6490607,0.09144539,0.0060959541,2.674996,0.14638298,0.23810067,0.0081842545,0.030901569,0.00034717621,84.630141,217.83092,5.5934674,2.9030883,1.6684715,0.0061879459,0.07015867,0.01499394,0.0010434052000000001,0.00059303514,0.00046033748000000004,0.000002009424,2.99,3.51,1.32,4.33,2.79
37000,37000,aides culinaires et ingrédients divers,ingrédients divers,Base de pizza à la crème,cream sauce for pizza base,0.13497020999999998,0.062259881,0.010959245999999999,0.0092317423,0.004831530299999999,0,1.4380756,0.29648764,0.11005412,0.11603438,0.019530673,0,3.1291075999999997e-8,3.1677228999999997e-8,1.3369875999999998e-8,2.7095450999999997e-8,1.8419984e-9,0,0.050272914,0.58831575,0.012062298,0.0090891336,0.069951657,0,0.002260641,0.00078937322,0.00038477108,0.00028270836,0.000050801426,0,0.00010875548,0.000016836035,0.0000085537557,0.000009414229,9.100971500000001e-7,0,0.000034611243,0.000010593918000000001,0.0000010458317000000002,0.0000011364755000000001,4.5036255000000006e-7,0,0.000092991977,0.000042122869,0.000005850845,0.0000044646317,0.0000018601565000000002,0,0.016266722,0.0021173037,0.00053948072,0.00033205629,0.000094191544,0,0.00015564512,0.000093506447,0.000049435382,0.00000764468,0.0000059620615,0,0.00525889,0.0010905738,0.00028678358,0.000067543463,0.000021470801,0,0.070878858,0.0057107532,0.0017533,0.00073630125,0.00020549841,0,16.449989,1.8785097,0.74904925,0.61552137,0.1583922,0,89.04859,4.0841563,4.7124858,1.2419343,0.088702028,0,0.46247476,-0.12245846,0.036697442,0.0059249199,0.029974522,0,3.1028061,15.376407,1.4944396,1.7690354,1.6184174,0,0.003196685,0.012501263,0.00051238783,0.00041384322000000004,0.00044652735,0,2.89,2.99,2.76,3.19,2.62
37002,37002,aides culinaires et ingrédients divers,ingrédients divers,Base de pizza tomatée,Tomato sauce for pizza base,0.082123727,0.032739900999999995,0.010959245999999999,0.015897768,0.004831530299999999,0,0.23297293,0.16802913,0.11005412,0.19066785,0.019530673,0,3.5870026999999995e-8,1.7759077999999995e-8,1.3369875999999998e-8,4.368119e-8,1.8419984e-9,0,0.045885195,0.42709811,0.012062298,0.015415713,0.069951657,0,0.0013906062000000002,0.00040761869,0.00038477108,0.00066355428,0.000050801426,0,0.000037847186,0.0000097731685,0.0000085537557,0.000015077914,9.100971500000001e-7,0,0.000032363910000000004,0.0000046754601,0.0000010458317000000002,0.0000018119568000000002,4.5036255000000006e-7,0,0.000074853957,0.000011880435999999999,0.000005850845,0.0000078977136,0.0000018601565000000002,0,0.0052725887,0.0012778647,0.00053948072,0.00081175931,0.000094191544,0,0.000079242317,0.000030825309,0.000049435382,0.000014006046,0.0000059620615,0,0.002727125,0.0009525942400000001,0.00028678358,0.00018339885,0.000021470801,0,0.021686408,0.0045452166,0.0017533,0.0020097979,0.00020549841,0,7.115606,1.0408475,0.74904925,0.99767528,0.1583922,0,51.295453,3.0679716,4.7124858,1.9685878,0.088702028,0,3.6963644,0.077014173,0.036697442,0.0097179607,0.029974522,0,4.8817901,10.494809,1.4944396,2.8858445,1.6184174,0,0.004347130500000001,0.00099879125,0.00051238783,0.00066996214,0.00044652735,0,3.19,2.74,3.27,2.25,4.52
11033,11033,aides culinaires et ingrédients divers,herbes,"Basilic, frais","Basil, fresh",0.082932651,0,0.027220866,0.013011423,0.0056286204,0.0032877508999999997,0.22251419,0,0.32945583,0.16296786,0.019635659,0.080370398,1.4258163e-8,0,7.875046799999998e-9,3.7904332e-8,2.0610634e-9,5.7646684e-10,0.0080995599,0,0.033092285,0.012924714,0.087045808,0.00017935044,0.0011247469,0,0.00089742471,0.00040742279,0.000047377993,0.000081531065,0.000045612873000000005,0,0.0000086671201,0.000013209387,9.0448606e-7,5.735582500000001e-7,0.000007549369800000001,0,0.0000016444331,0.0000015938481,4.0785978e-7,8.2358334e-7,0.000042664115000000005,0,0.000009087287700000001,0.0000063684729,0.0000018583952,0.0000019188868,0.006456659,0,0.0010359321,0.00047500056,0.000093124302,0.000051323065,0.00009101316,0,0.000082134133,0.000011165537,0.0000052836526,0.000013836593,0.0036141871,0,0.00022377080000000004,0.00009880368100000001,0.000020307887,0.000093330378,0.027599986,0,0.0021237392,0.0010764117,0.00016581003,0.00021550056,3.721855,0,0.63224937,0.86375189,0.09257857,0.37090746,33.11881,0,1.3631515,1.74514,0.097344643,0.049275629,4.9816296,0,0.26246869,0.0083897955,0.036826831,0.002806341,1.8648139,0,6.1663413,2.4835978,1.9883365,0.05001923,0.0024799896000000004,0,0.001150324,0.00058267086,0.00054959731,0.000016242844,3.75,2.74,3.62,4.33,4.33
11032,11032,aides culinaires et ingrédients divers,herbes,"Basilic, séché","Basil, dried",0.32907675999999997,0,0.050708750999999996,0.014027202,0.0045028964,0,0.88293631,0,0.47839023,0.17575,0.015708527,0,5.657639099999999e-8,0,6.7746599e-8,4.0917642e-8,1.6488506999999998e-9,0,0.032139054,0,0.05328769,0.01389354,0.069636646,0,0.0044629956,0,0.0020115894,0.00043854335,0.000037902394,0,0.00018099188,0,0.00006023094200000001,0.00001425578,7.2358885e-7,0,0.000029955899,0,0.0000059334812,0.0000017193614,3.2628781999999997e-7,0,0.00016929121,0,0.000022338868000000003,0.0000068405996000000004,0.0000014867162,0,0.025620023,0,0.0045130621,0.00051134338,0.000074499442,0,0.00036114022,0,0.000077328017,0.000011920458,0.000004226922100000001,0,0.014341094,0,0.00066558335,0.00010624724,0.00001624631,0,0.10951674,0,0.0075128455,0.0011577273,0.00013264803,0,14.768321,0,2.5875691,0.9316715,0.074062856,0,131.41544,0,4.9600183,1.8815383,0.077875714,0,19.767106,0,0.1027791,0.0090441062,0.029461465,0,7.3995817,0,6.9527313,2.678601,1.5906692,0,0.0098405988,0,0.0034641284000000005,0.0006278831700000001,0.00043967784,0,3.75,2.74,3.62,4.33,4.33
